Index_ID,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
8744,6782275,Closed,currency 1,-1677,0,-581.0,-581.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-210,33972.48
8747,5700607,Closed,currency 1,-534,0,195.0,-461.0,,0,450000.0,,,0.0,Consumer credit,-460,
8748,6366703,Closed,currency 1,-870,0,-689.0,-690.0,,0,45000.0,0.0,0.0,0.0,Consumer credit,-688,
8752,5193667,Closed,currency 1,-2468,0,-2133.0,-2253.0,,0,15012.9,0.0,,0.0,Consumer credit,-711,
8753,6318400,Active,currency 1,-129,0,52.0,,0.0,0,45990.09,24754.5,0.0,0.0,Consumer credit,-28,0.0
8754,5737201,Closed,currency 1,-1713,0,-1373.0,-1366.0,,0,47200.5,0.0,0.0,0.0,Consumer credit,-812,
8756,5038553,Active,currency 1,-145,0,220.0,,,0,54792.0,37723.5,0.0,0.0,Consumer credit,-18,
8757,6140501,Active,currency 1,-246,0,1341.0,,,0,0.0,0.0,0.0,0.0,Credit card,-15,
8760,6053818,Active,currency 1,-296,0,73.0,,,0,152860.5,41620.5,0.0,0.0,Consumer credit,-22,
8761,6455608,Active,currency 1,-23,0,160.0,,,0,34416.0,34501.5,0.0,0.0,Consumer credit,-18,
8764,5848067,Active,currency 1,-246,0,851.0,,,0,67500.0,68494.5,0.0,0.0,Credit card,-37,
8765,6265427,Closed,currency 1,-2890,0,-2312.0,-2370.0,5592.51,0,39932.28,0.0,0.0,0.0,Consumer credit,-2370,
8766,6836244,Active,currency 1,-821,0,508.0,,,0,270000.0,243103.5,0.0,0.0,Credit card,-60,
8767,5856136,Closed,currency 1,-778,0,-535.0,-535.0,,0,44505.0,0.0,0.0,0.0,Consumer credit,-534,
8770,5087412,Closed,currency 1,-2819,0,-2699.0,-2783.0,0.0,0,16786.665,0.0,0.0,0.0,Consumer credit,-2783,
8771,6448144,Active,currency 1,-391,0,670.0,,,0,72000.0,2650.5,0.0,0.0,Credit card,-10,2650.5
8774,5092967,Closed,currency 1,-1159,0,-824.0,-883.0,,0,93109.5,0.0,,0.0,Consumer credit,-716,
8775,6107128,Closed,currency 1,-572,0,,-202.0,0.0,0,63000.0,0.0,0.0,0.0,Credit card,-197,
8776,5168915,Closed,currency 1,-515,0,-272.0,-272.0,,0,152820.0,0.0,,0.0,Consumer credit,-222,0.0
8777,6264788,Closed,currency 1,-2281,0,-2134.0,-2134.0,0.0,0,166500.0,0.0,0.0,0.0,Unknown type of loan,-2133,
8778,5677149,Closed,currency 1,-353,0,-178.0,-178.0,,0,54288.0,0.0,0.0,0.0,Consumer credit,-174,
8779,5031216,Closed,currency 1,-2535,0,-2200.0,-2228.0,0.0,0,117659.7,0.0,0.0,0.0,Consumer credit,-2228,
8780,5052461,Closed,currency 1,-2129,0,-303.0,-495.0,,0,990000.0,0.0,0.0,0.0,Consumer credit,-493,
8782,6318877,Active,currency 1,-185,0,546.0,,,0,67500.0,0.0,0.0,0.0,Credit card,-178,
8783,5733416,Active,currency 1,-223,0,509.0,,,0,247500.0,187416.0,0.0,0.0,Consumer credit,-16,
8784,6636858,Closed,currency 1,-1616,0,-1251.0,-1376.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-1088,
8785,5464831,Closed,currency 1,-1183,0,-879.0,-907.0,,0,90208.8,0.0,,0.0,Consumer credit,-731,9318.735
8787,6371780,Closed,currency 1,-2171,0,-340.0,-340.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-330,9741.015
8789,5263433,Closed,currency 1,-2899,0,-2503.0,-2531.0,9285.84,0,114529.14,0.0,0.0,0.0,Consumer credit,-2502,
8790,5320514,Closed,currency 1,-2614,0,-2278.0,-2307.0,0.0,0,52677.45,0.0,0.0,0.0,Consumer credit,-2307,
8791,5595090,Active,currency 1,-31,0,-15.0,,,0,13500.0,19170.0,0.0,0.0,Consumer credit,-9,
8792,5742300,Active,currency 1,-177,0,432.0,,,0,292500.0,228595.5,0.0,0.0,Consumer credit,-11,17460.0
8793,5577185,Closed,currency 1,-1045,0,-832.0,-951.0,0.0,0,51056.64,0.0,0.0,0.0,Consumer credit,-951,
8794,6420309,Closed,currency 1,-665,0,-482.0,-480.0,,0,75519.0,0.0,,0.0,Consumer credit,-72,0.0
8795,5053328,Closed,currency 1,-1312,0,-977.0,-1005.0,,0,53751.6,0.0,,0.0,Consumer credit,-765,1944.0
8796,6412297,Active,currency 1,-124,0,179.0,,,0,57105.0,41800.5,0.0,0.0,Consumer credit,-12,
8798,5543590,Closed,currency 1,-1387,0,-789.0,-789.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-784,
8800,5112050,Closed,currency 1,-2510,0,-2144.0,-2144.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-2141,
8802,6147632,Closed,currency 1,-1400,0,-1065.0,-1276.0,,0,61110.0,0.0,,0.0,Consumer credit,-781,0.0
8803,5793030,Closed,currency 1,-2463,0,-1702.0,-1731.0,1234.35,0,94945.5,0.0,0.0,0.0,Consumer credit,-1731,
8804,5828172,Closed,currency 1,-1049,0,778.0,-714.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-248,
8805,6080537,Closed,currency 1,-2375,0,-2192.0,-2052.0,,0,14616.0,0.0,0.0,0.0,Consumer credit,-2050,
8806,6822226,Closed,currency 1,-2856,0,-2521.0,-2548.0,0.0,0,127864.8,0.0,0.0,0.0,Consumer credit,-2548,
8809,5178877,Active,currency 1,-372,0,-345.0,,,0,508500.0,0.0,0.0,0.0,Credit card,-364,
8810,5579674,Closed,currency 1,-2837,0,-2532.0,-2532.0,0.0,0,100530.0,0.0,0.0,0.0,Consumer credit,-2529,
8813,5431463,Closed,currency 1,-1139,0,-743.0,-833.0,7245.0,0,79178.76,0.0,0.0,0.0,Consumer credit,-833,
8815,6415943,Closed,currency 1,-1088,0,-816.0,-806.0,,0,29839.5,,,0.0,Consumer credit,-799,0.0
8818,5307045,Closed,currency 1,-1143,0,-777.0,-771.0,,0,86400.0,0.0,0.0,0.0,Consumer credit,-771,0.0
8819,5672802,Active,currency 1,-477,0,4997.0,,,0,2493076.5,2427736.5,0.0,0.0,Consumer credit,-17,
8820,5377845,Active,currency 1,-462,0,634.0,,,0,292500.0,122049.0,0.0,0.0,Consumer credit,-11,
8821,5071939,Active,currency 1,-901,0,744.0,,,0,4500.0,0.0,4500.0,0.0,Credit card,-10,
8822,6228055,Active,currency 1,-172,0,-142.0,,,0,378000.0,0.0,0.0,0.0,Credit card,-169,
8823,6060134,Active,currency 1,-2894,0,-2713.0,,,0,39568.5,0.0,,0.0,Consumer credit,-495,22554.0
8824,6510450,Closed,currency 1,-1586,0,-1406.0,-1078.0,,0,110416.5,,,0.0,Consumer credit,-1075,
8825,5521063,Closed,currency 1,-1392,0,-661.0,-661.0,0.0,0,112370.445,0.0,0.0,0.0,Consumer credit,-656,
8826,6396996,Active,currency 1,-1990,0,30927.0,,,0,45000.0,44770.5,,0.0,Credit card,-1451,0.0
8828,5805503,Closed,currency 1,-2657,0,-830.0,-2200.0,,0,1152900.0,0.0,0.0,0.0,Car loan,-2199,2115.0
8829,5934925,Closed,currency 1,-896,0,595.0,-712.0,0.0,0,436500.0,0.0,0.0,0.0,Consumer credit,-712,
8830,6222420,Closed,currency 1,-2921,0,-2587.0,-1859.0,0.0,0,156793.95,0.0,0.0,0.0,Consumer credit,-1859,
8831,5025252,Closed,currency 1,-615,0,1211.0,-262.0,0.0,0,2385000.0,0.0,0.0,0.0,Consumer credit,-249,75636.0
8832,5068245,Closed,currency 1,-1375,0,-279.0,-279.0,,0,240750.0,0.0,0.0,0.0,Consumer credit,-96,0.0
8834,6424584,Active,currency 1,-294,0,71.0,,,0,92160.0,30811.5,0.0,0.0,Consumer credit,-16,10755.0
8835,5635564,Closed,currency 1,-1063,0,-907.0,-907.0,,0,285750.0,0.0,0.0,0.0,Consumer credit,-652,
8836,6742096,Closed,currency 1,-470,0,-145.0,-145.0,,0,0.0,0.0,0.0,0.0,Credit card,-142,0.0
8837,5192916,Active,currency 1,-735,0,1091.0,,,0,135000.0,101029.5,0.0,0.0,Consumer credit,-18,
8838,5908024,Closed,currency 1,-1537,0,-783.0,-1172.0,,0,112500.0,0.0,,0.0,Credit card,-753,
8840,5034792,Closed,currency 1,-2568,0,-741.0,-1961.0,,0,585000.0,0.0,0.0,0.0,Consumer credit,-471,
8842,5691541,Closed,currency 1,-2691,0,-864.0,-1254.0,,0,1170000.0,0.0,0.0,0.0,Consumer credit,-60,0.0
8845,5977595,Active,currency 1,-349,0,20.0,,,0,139536.0,14161.5,,0.0,Consumer credit,-11,
8846,5834156,Active,currency 1,-1099,0,1095.0,,,0,5602.5,174397.5,0.0,0.0,Credit card,-6,9000.0
8847,6629938,Active,currency 1,-769,0,590.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-134,4635.0
8848,5841832,Closed,currency 1,-2882,0,-2547.0,-2819.0,0.0,0,31891.05,0.0,0.0,0.0,Consumer credit,-2819,
8850,6537875,Active,currency 1,-1003,0,716.0,,,0,0.0,0.0,0.0,0.0,Credit card,-25,
8851,5672165,Active,currency 1,-1484,0,-572.0,,,0,479475.0,269581.5,,0.0,Consumer credit,-898,
8853,5228010,Active,currency 1,-434,0,,,0.0,0,135000.0,127903.5,7092.09,0.0,Credit card,-16,
8856,6278164,Active,currency 1,-535,0,585.0,,,0,36000.0,0.0,0.0,0.0,Credit card,-18,
8857,6093403,Active,currency 1,-2543,0,31017.0,,,0,367650.0,0.0,367650.0,0.0,Credit card,-229,144.0
8858,6520108,Closed,currency 1,-999,0,-816.0,-815.0,,0,24655.5,0.0,0.0,0.0,Consumer credit,-814,0.0
8859,5314076,Closed,currency 1,-1159,0,668.0,-166.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-21,0.0
8860,6136943,Closed,currency 1,-1390,0,-993.0,-986.0,,0,37629.0,0.0,0.0,0.0,Consumer credit,-808,
8862,5503164,Closed,currency 1,-2325,0,-1960.0,-2081.0,0.0,0,135000.0,,,0.0,Consumer credit,-2080,
8865,6241583,Active,currency 1,-295,0,436.0,,,0,224136.0,159003.0,,0.0,Consumer credit,-9,
8869,5677457,Closed,currency 1,-2104,0,-1579.0,-1579.0,,0,137191.5,,,0.0,Consumer credit,-1579,0.0
8871,5786958,Closed,currency 1,-1017,0,-835.0,-831.0,,0,116496.0,0.0,0.0,0.0,Consumer credit,-829,
8873,5805068,Closed,currency 1,-737,0,-616.0,-613.0,,0,22455.0,0.0,0.0,0.0,Consumer credit,-612,0.0
8874,5440113,Closed,currency 1,-1059,0,-937.0,-908.0,,0,65232.0,0.0,0.0,0.0,Consumer credit,-808,
8875,5663274,Closed,currency 1,-625,0,-566.0,-540.0,,0,152185.5,,,0.0,Consumer credit,-532,
8879,6558055,Active,currency 1,-2540,0,-2357.0,,,0,84640.5,,,0.0,Consumer credit,-2315,
8882,6447044,Closed,currency 1,-1373,0,-277.0,-279.0,0.0,0,103500.0,0.0,0.0,0.0,Credit card,-279,
8883,5062427,Active,currency 1,-423,0,307.0,,,0,186480.0,94221.0,0.0,0.0,Consumer credit,-24,9450.0
8884,5446599,Active,currency 1,-2262,0,31187.0,,,0,0.0,0.0,,0.0,Credit card,-24,
8887,6788297,Closed,currency 1,-2185,0,-1790.0,-1808.0,9968.175,0,90909.0,0.0,0.0,0.0,Consumer credit,-1789,
8888,5541920,Closed,currency 1,-1316,0,-1103.0,-1132.0,,0,95329.44,0.0,,0.0,Consumer credit,-854,
8889,6809094,Closed,currency 1,-1981,0,-1604.0,-1088.0,,0,81000.0,0.0,,0.0,Consumer credit,-1088,
8890,6058909,Closed,currency 1,-1740,0,-1376.0,-1008.0,,0,77760.0,,,0.0,Consumer credit,-1005,
8892,6450857,Active,currency 1,-510,0,586.0,,,0,1174500.0,,,0.0,Car loan,-16,55948.5
8893,5176646,Closed,currency 1,-338,0,207.0,-188.0,,0,179640.0,0.0,,0.0,Consumer credit,-145,
8894,5607869,Active,currency 1,-246,0,31031.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-91,
8896,5992958,Closed,currency 1,-461,0,-95.0,-89.0,,0,48595.5,0.0,0.0,0.0,Consumer credit,-85,
8898,6578262,Active,currency 1,-352,0,744.0,,,0,948600.0,750888.0,0.0,0.0,Consumer credit,-23,
8899,5466185,Closed,currency 1,-1597,0,-1231.0,-1231.0,0.0,0,153090.0,0.0,0.0,0.0,Consumer credit,-1229,
8900,6771542,Closed,currency 1,-675,0,-490.0,-490.0,0.0,0,66354.57,0.0,0.0,0.0,Consumer credit,-484,
8901,6553499,Active,currency 1,-2790,0,-1672.0,,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-688,
8902,6791931,Closed,currency 1,-2754,0,-2023.0,-2030.0,,0,333045.0,0.0,,0.0,Consumer credit,-2028,
8903,6570705,Closed,currency 1,-2378,0,-2192.0,-2192.0,0.0,0,64935.0,0.0,0.0,0.0,Consumer credit,-2192,
8904,6769073,Active,currency 1,-415,0,,,0.0,0,78750.0,4365.0,74381.715,0.0,Credit card,-51,
8905,5530331,Closed,currency 1,-305,0,1.0,-215.0,0.0,0,66784.5,0.0,0.0,0.0,Consumer credit,-215,
8906,6018168,Active,currency 1,-2834,0,-1716.0,,10575.0,0,225000.0,-0.945,0.945,0.0,Credit card,-613,
8908,5104322,Closed,currency 1,-2603,0,4700.0,-1987.0,,0,2655000.0,0.0,0.0,0.0,Mortgage,-1381,
8913,5747882,Closed,currency 1,-1481,0,-1298.0,-1448.0,,0,178875.0,0.0,0.0,0.0,Consumer credit,-1448,
8914,6423742,Closed,currency 1,-2642,0,-2245.0,-2274.0,,0,149836.68,0.0,,0.0,Consumer credit,-840,
8915,5533490,Closed,currency 1,-1789,0,31157.0,-1577.0,,0,99900.0,0.0,0.0,0.0,Credit card,-509,
8916,6440567,Closed,currency 1,-715,0,-442.0,-442.0,0.0,0,76828.5,0.0,0.0,0.0,Consumer credit,-437,
8917,6820093,Closed,currency 1,-1122,0,-543.0,-724.0,,0,99169.2,0.0,,0.0,Consumer credit,-722,
8918,5656273,Active,currency 1,-333,0,1493.0,,,0,184500.0,164299.5,0.0,0.0,Consumer credit,-28,
8919,5135599,Active,currency 1,-356,0,31089.0,,,0,29992.5,0.0,,0.0,Credit card,-16,2999.34
8920,6595048,Active,currency 1,-300,0,1041.0,,,0,45000.0,44158.5,0.0,0.0,Credit card,-44,
8921,5250685,Closed,currency 1,-1227,0,-496.0,-496.0,,0,405000.0,0.0,0.0,0.0,Consumer credit,-488,
8922,6245520,Active,currency 1,-2887,0,-2614.0,,,0,45000.0,,,0.0,Consumer credit,-2644,
8923,5735303,Closed,currency 1,-742,0,369.0,-183.0,0.0,0,67500.0,,,0.0,Credit card,-183,
8925,6824316,Active,currency 1,-218,0,88.0,,,0,67500.0,35244.0,0.0,0.0,Consumer credit,-43,7420.5
8926,5743999,Closed,currency 1,-1505,0,-1170.0,-1199.0,,0,154987.155,0.0,,0.0,Consumer credit,-703,0.0
8929,5247577,Closed,currency 1,-1758,0,-1603.0,-1574.0,,0,27207.0,0.0,0.0,0.0,Consumer credit,-948,
8933,6832441,Closed,currency 1,-1296,0,-200.0,-830.0,,0,363465.0,0.0,0.0,0.0,Consumer credit,-747,0.0
8934,6313135,Active,currency 1,-864,0,,,0.0,0,432000.0,0.0,0.0,0.0,Credit card,-18,
8935,6311334,Closed,currency 1,-950,0,-859.0,-859.0,0.0,0,76429.35,0.0,0.0,0.0,Consumer credit,-859,
8937,5853744,Closed,currency 1,-1720,0,-650.0,-650.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-641,0.0
8939,6761194,Closed,currency 1,-840,0,-536.0,-595.0,0.0,0,150457.5,0.0,0.0,0.0,Consumer credit,-595,
8941,6595547,Closed,currency 1,-397,0,-216.0,-216.0,,0,112576.5,0.0,,0.0,Consumer credit,-200,
8942,6306277,Closed,currency 1,-1135,0,-41.0,-91.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-3,
8943,5055004,Closed,currency 1,-533,0,,-393.0,,0,4500.0,,,0.0,Consumer credit,-393,
8945,5612506,Closed,currency 1,-1448,0,-1266.0,-1266.0,,0,102433.5,0.0,,0.0,Consumer credit,-1179,
8947,6778279,Active,currency 1,-773,0,-42.0,,37710.0,0,720000.0,,,0.0,Consumer credit,-42,
8948,5008660,Closed,currency 1,-898,0,-166.0,-502.0,,0,53046.0,0.0,0.0,0.0,Consumer credit,-496,
8949,5259605,Closed,currency 1,-2528,0,-1981.0,-2403.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-995,
8950,6304853,Closed,currency 1,-349,0,-168.0,-168.0,0.0,0,428175.0,0.0,0.0,0.0,Consumer credit,-166,
8951,6631152,Active,currency 1,-813,0,1013.0,,,0,2475000.0,1764607.5,0.0,0.0,Consumer credit,-19,13567.5
8953,5100650,Closed,currency 1,-2766,0,-2216.0,-2204.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-1125,
8954,6543968,Active,currency 1,-474,0,547.0,,,0,900000.0,0.0,0.0,0.0,Credit card,-71,19071.0
8957,5698803,Closed,currency 1,-1672,0,-1487.0,-1459.0,,0,58288.5,0.0,0.0,0.0,Consumer credit,-832,
8960,6357507,Active,currency 1,-398,0,839.0,,,0,270000.0,29839.5,0.0,0.0,Credit card,-90,
8961,5422808,Closed,currency 1,-2407,0,-2283.0,-2283.0,0.0,0,40455.0,0.0,0.0,0.0,Consumer credit,-2283,
8963,5160798,Closed,currency 1,-857,0,-308.0,-814.0,,0,247500.0,0.0,0.0,0.0,Consumer credit,-808,
8964,5088127,Closed,currency 1,-2864,0,-2529.0,-2558.0,12285.0,0,110430.45,0.0,0.0,0.0,Consumer credit,-2558,37413.405
8965,5480103,Closed,currency 1,-607,0,-487.0,-481.0,,0,62955.0,0.0,0.0,0.0,Consumer credit,-480,
8967,6541486,Closed,currency 1,-1275,0,-970.0,-1245.0,,0,303669.0,0.0,,0.0,Consumer credit,-1233,
8968,5485673,Closed,currency 1,-447,0,-82.0,-233.0,,0,23359.5,0.0,,0.0,Consumer credit,-231,
8971,6213794,Closed,currency 1,-1099,0,-336.0,-336.0,,0,155551.5,0.0,0.0,0.0,Consumer credit,-335,
8975,6375922,Closed,currency 1,-901,0,-718.0,-717.0,,0,341730.0,0.0,0.0,0.0,Consumer credit,-715,4500.0
8976,5145555,Closed,currency 1,-2647,0,-2432.0,-2461.0,0.0,0,50691.69,0.0,0.0,0.0,Consumer credit,-2461,
8977,5695387,Active,currency 1,-532,0,931.0,,0.0,0,447672.06,364954.5,0.0,0.0,Consumer credit,-43,
8979,6821637,Closed,currency 1,-2176,0,-350.0,-2020.0,,0,1314936.0,,,0.0,Consumer credit,-2020,
8982,5604504,Closed,currency 1,-1322,0,-805.0,-804.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-525,
8983,5477004,Closed,currency 1,-2237,0,-1902.0,-1962.0,,0,67322.7,0.0,,0.0,Consumer credit,-744,
8985,5208075,Closed,currency 1,-2478,0,-2234.0,-2233.0,,0,57442.5,0.0,0.0,0.0,Consumer credit,-240,
8986,5158558,Closed,currency 1,-1533,0,-802.0,-1120.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-978,
8989,6296520,Active,currency 1,-1086,0,889.0,,,0,0.0,0.0,0.0,0.0,Credit card,-49,
8990,5539793,Active,currency 1,-140,0,1686.0,,0.0,0,1575000.0,,,0.0,Consumer credit,-49,
8991,6280874,Closed,currency 1,-1556,0,270.0,-393.0,,0,337500.0,0.0,0.0,0.0,Consumer credit,-385,6300.0
8992,5676358,Closed,currency 1,-2813,0,-1717.0,-1714.0,41269.5,0,1354500.0,0.0,0.0,0.0,Consumer credit,-1714,
8994,6514976,Active,currency 1,-510,0,-114.0,,0.0,0,189662.58,0.0,0.0,0.0,Consumer credit,-470,
8995,6363135,Active,currency 1,-642,0,-333.0,,,0,202500.0,0.0,0.0,0.0,Credit card,-394,
8997,6787192,Closed,currency 1,-1570,0,-1236.0,-1207.0,,0,84398.85,0.0,,0.0,Consumer credit,-808,
8999,5474209,Closed,currency 1,-1574,0,-1240.0,-1209.0,,0,123410.25,0.0,,0.0,Consumer credit,-722,
9000,6408494,Closed,currency 1,-1942,0,-1639.0,-1667.0,,0,136453.545,0.0,,0.0,Consumer credit,-776,
9002,5055708,Active,currency 1,-1921,0,-1829.0,,5878.71,0,16803.0,0.0,0.0,0.0,Consumer credit,-135,
9004,5306002,Active,currency 1,-65,0,361.0,,,0,61544.16,57620.925,,0.0,Consumer credit,-28,
9005,5486140,Closed,currency 1,-1174,0,-991.0,-965.0,,0,33394.5,0.0,0.0,0.0,Consumer credit,-777,
9007,6413767,Closed,currency 1,-1206,0,-475.0,-1023.0,,0,225000.0,0.0,0.0,0.0,Credit card,-566,
9008,5828530,Active,currency 1,-159,0,,,0.0,0,112500.0,21510.0,90988.92,0.0,Credit card,-34,
9009,6398433,Closed,currency 1,-1332,0,-1149.0,-1149.0,0.0,0,45189.0,0.0,0.0,0.0,Consumer credit,-1149,
9010,5073739,Closed,currency 1,-1850,0,-1638.0,-1667.0,0.0,0,87217.65,0.0,0.0,0.0,Consumer credit,-1667,
9014,6562127,Active,currency 1,-807,0,,,,0,50805.0,,,0.0,Consumer credit,-57,
9015,5489806,Closed,currency 1,-2911,0,-2363.0,-2365.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-520,
9016,5986768,Closed,currency 1,-942,0,-820.0,-820.0,0.0,0,19755.0,0.0,0.0,0.0,Consumer credit,-820,
9017,5891750,Closed,currency 1,-740,0,-433.0,-463.0,0.0,0,87958.17,0.0,0.0,0.0,Consumer credit,-463,
9018,6560018,Closed,currency 1,-1099,0,-738.0,-983.0,,0,17073.0,0.0,,0.0,Consumer credit,-415,
9020,6423704,Closed,currency 1,-122,0,-7.0,-7.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-7,
9023,5475681,Closed,currency 1,-1239,0,-1052.0,-1029.0,,0,93757.5,0.0,0.0,0.0,Consumer credit,-742,
9024,6770062,Closed,currency 1,-1330,0,-234.0,-813.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-281,
9031,5723951,Closed,currency 1,-1009,0,-248.0,-245.0,,0,142141.5,0.0,0.0,0.0,Consumer credit,-245,
9034,6245863,Closed,currency 1,-1191,0,-1008.0,-1008.0,0.0,0,36313.2,0.0,0.0,0.0,Consumer credit,-1008,
9035,5023205,Active,currency 1,-206,0,342.0,,,0,252000.0,,,0.0,Consumer credit,-2,9000.0
9036,6409984,Closed,currency 1,-1923,0,-1557.0,-1536.0,,0,57105.0,0.0,0.0,0.0,Consumer credit,-941,37499.985
9040,5971745,Closed,currency 1,-746,0,-381.0,-381.0,,0,135000.0,0.0,,0.0,Consumer credit,-288,
9041,6396870,Active,currency 1,-68,0,266.0,,,0,58708.8,53851.23,,0.0,Consumer credit,-19,
9043,6031697,Active,currency 1,-77,0,315.0,,,0,123615.0,,,0.0,Consumer credit,-10,11200.5
9044,5473969,Active,currency 1,-401,0,,,,0,103500.0,,,0.0,Credit card,-10,
9046,5194827,Closed,currency 1,-2570,0,-2234.0,-2263.0,0.0,0,16398.0,0.0,0.0,0.0,Consumer credit,-2263,
9047,5442721,Closed,currency 1,-563,0,167.0,-420.0,,0,340542.0,,,0.0,Consumer credit,-417,
9049,6542268,Active,currency 1,-2761,2383,-2377.0,,,0,22500.0,,,0.0,Consumer credit,-2383,
9050,5033952,Closed,currency 1,-1325,0,-1175.0,-1010.0,,0,96646.5,,,0.0,Consumer credit,-1007,
9051,5832782,Active,currency 1,-23,0,343.0,,,0,68400.0,68400.0,0.0,0.0,Consumer credit,-21,4896.0
9053,6509261,Active,currency 1,-498,0,1352.0,,,0,0.0,0.0,0.0,0.0,Credit card,-9,
9055,6352319,Active,currency 1,-107,0,989.0,,,0,450000.0,428897.115,,0.0,Consumer credit,-1,
9057,6401911,Closed,currency 1,-2814,0,-987.0,-1023.0,,0,1035000.0,0.0,0.0,0.0,Consumer credit,-55,
9059,5804347,Closed,currency 1,-2754,0,-2542.0,-2551.0,7780.05,0,42891.03,0.0,0.0,0.0,Consumer credit,-2541,
9060,6023801,Closed,currency 1,-727,0,-362.0,-387.0,,0,92256.255,0.0,,0.0,Consumer credit,-384,0.0
9061,5147524,Closed,currency 1,-1402,0,,-849.0,,0,450000.0,0.0,,0.0,Consumer credit,-848,
9062,6071033,Closed,currency 1,-792,0,-62.0,-609.0,,0,900000.0,,,0.0,Consumer credit,-609,0.0
9063,5830180,Closed,currency 1,-2162,0,-952.0,-952.0,,0,4950000.0,0.0,0.0,0.0,Mortgage,-947,
9065,5396075,Closed,currency 1,-1817,0,-1634.0,-1634.0,0.0,0,102618.0,0.0,0.0,0.0,Consumer credit,-1462,
9067,5709082,Active,currency 1,-332,0,3363.0,,,0,324000.0,269284.5,0.0,0.0,Credit card,-3,0.0
9072,5803557,Closed,currency 1,-2174,0,-713.0,-796.0,,0,706500.0,0.0,0.0,0.0,Consumer credit,-795,
9073,5065740,Closed,currency 1,-336,0,-154.0,-154.0,0.0,0,102001.5,0.0,0.0,0.0,Consumer credit,-152,0.0
9075,6382422,Closed,currency 1,-2227,0,-1892.0,-1951.0,0.0,0,47740.5,0.0,0.0,0.0,Consumer credit,-1951,
9076,5199060,Active,currency 1,-196,0,169.0,,,0,68715.0,535.5,0.0,0.0,Consumer credit,-34,
9077,6070680,Closed,currency 1,-1243,0,-1088.0,-1088.0,0.0,0,85495.725,0.0,0.0,0.0,Consumer credit,-1088,
9078,6562544,Closed,currency 1,-312,0,-128.0,-127.0,,0,17505.0,0.0,,0.0,Consumer credit,-105,0.0
9080,6038581,Closed,currency 1,-2778,0,-2566.0,-2595.0,0.0,0,30127.5,0.0,0.0,0.0,Consumer credit,-2595,
9082,5080460,Closed,currency 1,-2505,0,-2292.0,-2320.0,10350.0,0,53886.33,0.0,0.0,0.0,Consumer credit,-2320,
9084,5009246,Closed,currency 1,-956,0,-591.0,-588.0,,0,136134.0,0.0,0.0,0.0,Consumer credit,-587,
9087,6306256,Closed,currency 1,-1156,0,-878.0,-878.0,,0,48154.5,0.0,,0.0,Consumer credit,-876,
9088,5509073,Closed,currency 1,-2714,0,-1618.0,-2341.0,,0,1552500.0,0.0,0.0,0.0,Consumer credit,-2335,43123.5
9089,5886335,Closed,currency 1,-1300,0,-568.0,-537.0,,0,247500.0,0.0,0.0,0.0,Credit card,-535,
9090,5369954,Closed,currency 1,-1673,0,153.0,-732.0,6822.0,0,1890000.0,,,0.0,Consumer credit,-732,
9091,5540751,Closed,currency 1,-2838,0,-2626.0,-2654.0,45.0,0,14139.9,0.0,0.0,0.0,Consumer credit,-2654,
9092,5033683,Closed,currency 1,-1281,0,-915.0,-1034.0,,0,135000.0,0.0,,0.0,Consumer credit,-1030,0.0
9097,5432914,Closed,currency 1,-843,0,252.0,-171.0,,0,355725.0,0.0,0.0,0.0,Consumer credit,-123,
9098,6409526,Closed,currency 1,-763,0,,-458.0,,0,225000.0,,,0.0,Consumer credit,-458,6430.5
9100,5045473,Closed,currency 1,-466,0,-101.0,-403.0,,0,97920.0,0.0,,0.0,Consumer credit,-401,
9101,5189104,Active,currency 1,-234,0,31194.0,,,0,110124.0,73170.0,0.0,0.0,Credit card,-16,
